brand,market,appliance_type,code,meaning,component,cause_category,severity,rank,rank_basis,title,steps,diy_difficulty,source_url
Whirlpool,US,washer,INT,The cycle was paused or cancelled.,control system,informational,informational,1.0,manufacturer_first,Clear the interrupted cycle,"Press Pause/Cancel twice and Power once; if the code stays, disconnect power for five minutes.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,LDL,The lid is not locking.,lid lock,door_lock,stop_failure,1.0,manufacturer_first,Clear the lid lock,Remove items from under the lid and clean detergent buildup around the lid-lock mechanism.,easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
Whirlpool,US,washer,LDU,The lid cannot unlock.,lid lock,door_lock,degraded,1.0,manufacturer_first,Clear the washer top,Remove objects such as a laundry basket from the top of the washer so the lid can unlock.,easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
Whirlpool,US,washer,LID,The lid was left open.,lid,door_lock,informational,1.0,manufacturer_first,Close the lid,"Close the lid to clear the display; if the tub drained after ten minutes, restart without adding more detergent.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
Whirlpool,US,washer,LOC,"The control lock is active, disabling the panel.",control panel,informational,informational,1.0,manufacturer_first,Release the control lock,Press (or press and hold) the Control Lock button; on older models the owner's manual identifies which button toggles the lock.,easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,OFB,The load is out of balance.,drum suspension,unbalanced,degraded,1.0,manufacturer_first,Rebalance the load,"Redistribute items loosely and evenly around the washplate, close the lid, and press Start/Pause; use the Bulky cycle for oversized items.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
Whirlpool,US,washer,OL,The load is too large.,drum,unbalanced,degraded,1.0,manufacturer_first,Lighten the load,"Remove several items, add HE detergent, close the lid, and press Start/Pause.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
Whirlpool,US,washer,PF,The wash cycle was interrupted by a power failure.,control board,power,informational,1.0,manufacturer_first,Restart after the outage,"Touch and hold Start to resume the cycle, or press Power to clear the display.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
Whirlpool,US,washer,RL,Items were detected in the drum during the Clean Washer cycle.,drum,informational,degraded,1.0,manufacturer_first,Empty the drum,Remove all items from the drum and restart the Clean Washer cycle.,easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,SUD,Too many suds were detected in the wash.,detergent system,suds,degraded,1.0,manufacturer_first,Cut the suds,"Switch to HE detergent, avoid no-splash chlorine bleach, and confirm the drain hose is not kinked or clogged.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
